,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
26,frozenset({'Product = P00000142'}),frozenset({'Product = P00205942'}),0.19181802749957563,0.08300797827194024,0.032422339161432695,0.16902654867256636,2.0362687080369906,0.016499912502581485,1.1035154255087407
27,frozenset({'Product = P00205942'}),frozenset({'Product = P00000142'}),0.08300797827194024,0.19181802749957563,0.032422339161432695,0.39059304703476483,2.0362687080369906,0.016499912502581485,1.3261778005124414
28,frozenset({'Product = P00211142'}),frozenset({'Product = P00000142'}),0.10218978102189781,0.19181802749957563,0.039721609234425394,0.38870431893687707,2.0264222503160556,0.02011976700819139,1.3220802919708028
29,frozenset({'Product = P00000142'}),frozenset({'Product = P00211142'}),0.19181802749957563,0.10218978102189781,0.039721609234425394,0.2070796460176991,2.0264222503160556,0.02011976700819139,1.132282977059437
30,frozenset({'Product = P00212942'}),frozenset({'Product = P00000142'}),0.10490578849091835,0.19181802749957563,0.04192836530300458,0.3996763754045307,2.083622590715124,0.02180554388138894,1.3462438248120276
31,frozenset({'Product = P00000142'}),frozenset({'Product = P00212942'}),0.19181802749957563,0.10490578849091835,0.04192836530300458,0.21858407079646017,2.0836225907151245,0.02180554388138894,1.1454773035167183
32,frozenset({'Product = P00289942'}),frozenset({'Product = P00000142'}),0.14055338652181293,0.19181802749957563,0.057545408249872684,0.40942028985507245,2.1344202898550724,0.03058473488887309,1.3684553644792463
33,frozenset({'Product = P00000142'}),frozenset({'Product = P00289942'}),0.19181802749957563,0.14055338652181293,0.057545408249872684,0.3,2.1344202898550724,0.03058473488887309,1.22778087639741
34,frozenset({'Product = P00303042'}),frozenset({'Product = P00000142'}),0.09964352401969105,0.19181802749957563,0.039721609234425394,0.3986371379897785,2.078204760971491,0.02060818500386167,1.343917331041782
35,frozenset({'Product = P00000142'}),frozenset({'Product = P00303042'}),0.19181802749957563,0.09964352401969105,0.039721609234425394,0.2070796460176991,2.0782047609714915,0.02060818500386167,1.135494216359095
36,frozenset({'Product = P00000142'}),frozenset({'Product = P00303242'}),0.19181802749957563,0.10202003055508403,0.0407401120353081,0.21238938053097345,2.0818400011779774,0.021170831008785442,1.1401318713177022
37,frozenset({'Product = P00303242'}),frozenset({'Product = P00000142'}),0.10202003055508403,0.19181802749957563,0.0407401120353081,0.39933444259567386,2.0818400011779774,0.021170831008785442,1.3454774666835319
38,frozenset({'Product = P00316642'}),frozenset({'Product = P00000142'}),0.06959769139365134,0.19181802749957563,0.031064335426922423,0.4463414634146341,2.326900496438592,0.017714243545268033,1.4597119327100174
39,frozenset({'Product = P00000142'}),frozenset({'Product = P00316642'}),0.19181802749957563,0.06959769139365134,0.031064335426922423,0.16194690265486725,2.3269004964385926,0.017714243545268033,1.1101949405756852
40,frozenset({'Product = P00000242'}),frozenset({'Product = P00046742'}),0.06297742318791377,0.24053641147513155,0.032082838227805124,0.5094339622641508,2.1179078840494796,0.016934474850233604,1.5481373150699236
41,frozenset({'Product = P00046742'}),frozenset({'Product = P00000242'}),0.24053641147513155,0.06297742318791377,0.032082838227805124,0.1333803810868031,2.11790788404948,0.016934474850233604,1.081238592298637
42,frozenset({'Product = P00005042'}),frozenset({'Product = P00000642'}),0.16211169580716348,0.08691223900865727,0.03361059242912918,0.20732984293193715,2.385508017015707,0.01952110197703824,1.1519138860590914
43,frozenset({'Product = P00000642'}),frozenset({'Product = P00005042'}),0.08691223900865727,0.16211169580716348,0.03361059242912918,0.38671875,2.385508017015707,0.01952110197703824,1.3662382539704852
44,frozenset({'Product = P00000642'}),frozenset({'Product = P00036842'}),0.08691223900865727,0.14683415379392292,0.034119843829570534,0.39257812500000006,2.673615877890174,0.021358158760399166,1.4045688529180433
45,frozenset({'Product = P00036842'}),frozenset({'Product = P00000642'}),0.14683415379392292,0.08691223900865727,0.034119843829570534,0.23236994219653184,2.673615877890174,0.021358158760399166,1.1894893271950475
46,frozenset({'Product = P00044442'}),frozenset({'Product = P00000642'}),0.18655576302834834,0.08691223900865727,0.036666100831777286,0.1965423111919927,2.261388193812557,0.02045212176701505,1.1364478474852613
47,frozenset({'Product = P00000642'}),frozenset({'Product = P00044442'}),0.08691223900865727,0.18655576302834834,0.036666100831777286,0.421875,2.261388193812557,0.02045212176701505,1.4070386801671813
48,frozenset({'Product = P00062842'}),frozenset({'Product = P00000642'}),0.14225089118995077,0.08691223900865727,0.03038533355966729,0.21360381861575178,2.457695498955847,0.01802199010537179,1.1611040117006757
49,frozenset({'Product = P00000642'}),frozenset({'Product = P00062842'}),0.08691223900865727,0.14225089118995077,0.03038533355966729,0.349609375,2.4576954989558475,0.01802199010537179,1.3188214525848205
50,frozenset({'Product = P00070042'}),frozenset({'Product = P00000642'}),0.12408759124087591,0.08691223900865727,0.031064335426922423,0.2503419972640219,2.8803998161764706,0.020279605038986848,1.2180057541691087
51,frozenset({'Product = P00000642'}),frozenset({'Product = P00070042'}),0.08691223900865727,0.12408759124087591,0.031064335426922423,0.357421875,2.8803998161764706,0.020279605038986848,1.3631220464579683
52,frozenset({'Product = P00112442'}),frozenset({'Product = P00000642'}),0.15379392293328806,0.08691223900865727,0.03276184009506026,0.2130242825607064,2.4510274386037527,0.01939526590700331,1.1602489641769376
53,frozenset({'Product = P00000642'}),frozenset({'Product = P00112442'}),0.08691223900865727,0.15379392293328806,0.03276184009506026,0.376953125,2.4510274386037527,0.01939526590700331,1.3581740171102086
54,frozenset({'Product = P00140742'}),frozenset({'Product = P00000642'}),0.1325751145815651,0.08691223900865727,0.03038533355966729,0.22919334186939821,2.6370663612355956,0.01886293351455418,1.1845872779638515
55,frozenset({'Product = P00000642'}),frozenset({'Product = P00140742'}),0.08691223900865727,0.1325751145815651,0.03038533355966729,0.349609375,2.6370663612355956,0.01886293351455418,1.333698322325041
56,frozenset({'Product = P00144642'}),frozenset({'Product = P00000642'}),0.12425734170768969,0.08691223900865727,0.030215583092853507,0.24316939890710385,2.7978729081284155,0.019416099311774383,1.2064625289632904
57,frozenset({'Product = P00000642'}),frozenset({'Product = P00144642'}),0.08691223900865727,0.12425734170768969,0.030215583092853507,0.34765625,2.7978729081284155,0.019416099311774383,1.3424558115139609
58,frozenset({'Product = P00147942'}),frozenset({'Product = P00000642'}),0.15175691733152266,0.08691223900865727,0.035817348497708366,0.23601789709172258,2.7155887339205815,0.022627815027374026,1.1951690458656814
59,frozenset({'Product = P00000642'}),frozenset({'Product = P00147942'}),0.08691223900865727,0.15175691733152266,0.035817348497708366,0.412109375,2.7155887339205815,0.022627815027374026,1.442858665535749
60,frozenset({'Product = P00182142'}),frozenset({'Product = P00000642'}),0.1512476659310813,0.08691223900865727,0.031913087760991346,0.21099887766554437,2.427723414702582,0.018767814470087657,1.1572705477144898
61,frozenset({'Product = P00000642'}),frozenset({'Product = P00182142'}),0.08691223900865727,0.1512476659310813,0.031913087760991346,0.36718750000000006,2.427723414702582,0.018767814470087657,1.3412382563064393
62,frozenset({'Product = P00270942'}),frozenset({'Product = P00000642'}),0.19368528263452725,0.08691223900865727,0.03717535223221864,0.19193689745836987,2.2083989510297988,0.020341730655427274,1.1299708625717158
63,frozenset({'Product = P00000642'}),frozenset({'Product = P00270942'}),0.08691223900865727,0.19368528263452725,0.03717535223221864,0.42773437500000006,2.2083989510297988,0.020341730655427274,1.4089868098673108
64,frozenset({'Product = P00303342'}),frozenset({'Product = P00000642'}),0.09862502121880835,0.08691223900865727,0.03038533355966729,0.3080895008605852,3.5448344718158347,0.02181361214326432,1.3196616645173385
65,frozenset({'Product = P00000642'}),frozenset({'Product = P00303342'}),0.08691223900865727,0.09862502121880835,0.03038533355966729,0.349609375,3.5448344718158347,0.02181361214326432,1.3858978652731835
66,frozenset({'Product = P00030842'}),frozenset({'Product = P00001042'}),0.09947377355287727,0.08385673060600916,0.030724834493294856,0.30887372013651876,3.683350375150267,0.02238328906210807,1.325580137937972
67,frozenset({'Product = P00001042'}),frozenset({'Product = P00030842'}),0.08385673060600916,0.09947377355287727,0.030724834493294856,0.36639676113360325,3.6833503751502676,0.02238328906210807,1.421277814264788
68,frozenset({'Product = P00001042'}),frozenset({'Product = P00036842'}),0.08385673060600916,0.14683415379392292,0.032422339161432695,0.38663967611336036,2.6331726381315677,0.020109307082974384,1.390970059491096
69,frozenset({'Product = P00036842'}),frozenset({'Product = P00001042'}),0.14683415379392292,0.08385673060600916,0.032422339161432695,0.22080924855491332,2.6331726381315677,0.020109307082974384,1.1757625044893207
70,frozenset({'Product = P00001042'}),frozenset({'Product = P00037142'}),0.08385673060600916,0.1262943473094551,0.03089458496010864,0.368421052631579,2.9171618562535375,0.020303953900717906,1.3833672834266961
71,frozenset({'Product = P00037142'}),frozenset({'Product = P00001042'}),0.1262943473094551,0.08385673060600916,0.03089458496010864,0.2446236559139785,2.917161856253537,0.020303953900717906,1.21283023563902
72,frozenset({'Product = P00001042'}),frozenset({'Product = P00044442'}),0.08385673060600916,0.18655576302834834,0.03496859616363945,0.41700404858299595,2.235278298637333,0.019324639800372755,1.395282823138875
73,frozenset({'Product = P00044442'}),frozenset({'Product = P00001042'}),0.18655576302834834,0.08385673060600916,0.03496859616363945,0.18744313011828934,2.235278298637333,0.019324639800372755,1.1274820303068263
74,frozenset({'Product = P00001042'}),frozenset({'Product = P00046742'}),0.08385673060600916,0.24053641147513155,0.04226786623663215,0.5040485829959515,2.0955188443395554,0.022097269178625874,1.5313265825766735
75,frozenset({'Product = P00046742'}),frozenset({'Product = P00001042'}),0.24053641147513155,0.08385673060600916,0.04226786623663215,0.17572335920959775,2.0955188443395554,0.022097269178625874,1.1114512095302096
76,frozenset({'Product = P00001042'}),frozenset({'Product = P00062842'}),0.08385673060600916,0.14225089118995077,0.038024104566287555,0.4534412955465587,3.187616553776584,0.02609540990530713,1.5693631842672755
77,frozenset({'Product = P00062842'}),frozenset({'Product = P00001042'}),0.14225089118995077,0.08385673060600916,0.038024104566287555,0.26730310262529833,3.187616553776584,0.02609540990530713,1.2503714328211144
78,frozenset({'Product = P00070042'}),frozenset({'Product = P00001042'}),0.12408759124087591,0.08385673060600916,0.033780342895942964,0.2722298221614227,3.246368182900691,0.023374763185708247,1.2588359585094122
79,frozenset({'Product = P00001042'}),frozenset({'Product = P00070042'}),0.08385673060600916,0.12408759124087591,0.033780342895942964,0.402834008097166,3.246368182900691,0.023374763185708247,1.4667821353457875
80,frozenset({'Product = P00001042'}),frozenset({'Product = P00073842'}),0.08385673060600916,0.15634017993549482,0.030215583092853507,0.3603238866396761,2.3047426885931945,0.01710540674110772,1.3188859212400807
81,frozenset({'Product = P00073842'}),frozenset({'Product = P00001042'}),0.15634017993549482,0.08385673060600916,0.030215583092853507,0.1932681867535288,2.304742688593195,0.01710540674110772,1.1356230835960506
82,frozenset({'Product = P00001042'}),frozenset({'Product = P00120042'}),0.08385673060600916,0.1514174163978951,0.03123408589373621,0.3724696356275304,2.459886349194822,0.018536716397800003,1.3522574074175477
83,frozenset({'Product = P00120042'}),frozenset({'Product = P00001042'}),0.1514174163978951,0.08385673060600916,0.03123408589373621,0.20627802690582958,2.459886349194822,0.018536716397800003,1.1542370004229374
84,frozenset({'Product = P00001042'}),frozenset({'Product = P00140742'}),0.08385673060600916,0.1325751145815651,0.03225258869461891,0.38461538461538464,2.901112971535507,0.02113527302609181,1.4095654388049565
85,frozenset({'Product = P00140742'}),frozenset({'Product = P00001042'}),0.1325751145815651,0.08385673060600916,0.03225258869461891,0.24327784891165175,2.901112971535507,0.02113527302609181,1.2106732544783534
86,frozenset({'Product = P00157642'}),frozenset({'Product = P00001042'}),0.08063147173654728,0.08385673060600916,0.03276184009506026,0.4063157894736842,4.84535691455359,0.02600034849128257,1.5431491239792399
87,frozenset({'Product = P00001042'}),frozenset({'Product = P00157642'}),0.08385673060600916,0.08063147173654728,0.03276184009506026,0.3906882591093117,4.84535691455359,0.02600034849128257,1.5088639633293874
88,frozenset({'Product = P00001042'}),frozenset({'Product = P00173842'}),0.08385673060600916,0.10371753522322186,0.03038533355966729,0.36234817813765186,3.4936057568067223,0.021687920149334308,1.40559853206263
89,frozenset({'Product = P00173842'}),frozenset({'Product = P00001042'}),0.10371753522322186,0.08385673060600916,0.03038533355966729,0.29296235679214405,3.493605756806722,0.021687920149334308,1.2957489296290008
90,frozenset({'Product = P00001042'}),frozenset({'Product = P00242742'}),0.08385673060600916,0.20268205737565778,0.0364963503649635,0.4352226720647773,2.147317220379902,0.019500095680941274,1.41173857941371
91,frozenset({'Product = P00242742'}),frozenset({'Product = P00001042'}),0.20268205737565778,0.08385673060600916,0.0364963503649635,0.18006700167504186,2.147317220379902,0.019500095680941274,1.1173391865744893
92,frozenset({'Product = P00001042'}),frozenset({'Product = P00270942'}),0.08385673060600916,0.19368528263452725,0.03734510269903242,0.44534412955465585,2.2993183761669393,0.021103288130800125,1.4537206948122028
93,frozenset({'Product = P00270942'}),frozenset({'Product = P00001042'}),0.19368528263452725,0.08385673060600916,0.03734510269903242,0.19281332164767745,2.299318376166939,0.021103288130800125,1.1349831383046076
94,frozenset({'Product = P00001142'}),frozenset({'Product = P00034742'}),0.09709726701748429,0.20166355457477508,0.04040061110168053,0.4160839160839161,2.0632578700760518,0.020819631095438575,1.3672109185126604
95,frozenset({'Product = P00034742'}),frozenset({'Product = P00001142'}),0.20166355457477508,0.09709726701748429,0.04040061110168053,0.2003367003367003,2.0632578700760518,0.020819631095438575,1.1291036281928721
96,frozenset({'Product = P00001142'}),frozenset({'Product = P00034842'}),0.09709726701748429,0.1137328127652351,0.03395009336275675,0.3496503496503497,3.0743137459555374,0.02290694807304117,1.3627549223072193
97,frozenset({'Product = P00034842'}),frozenset({'Product = P00001142'}),0.1137328127652351,0.09709726701748429,0.03395009336275675,0.2985074626865672,3.0743137459555374,0.02290694807304117,1.2871166619112457
98,frozenset({'Product = P00001142'}),frozenset({'Product = P00042742'}),0.09709726701748429,0.08436598200645051,0.031064335426922423,0.31993006993006995,3.7921690985071272,0.02287262914484982,1.3463821549930857
99,frozenset({'Product = P00042742'}),frozenset({'Product = P00001142'}),0.08436598200645051,0.09709726701748429,0.031064335426922423,0.3682092555331992,3.7921690985071272,0.02287262914484982,1.4291167461538545
100,frozenset({'Product = P00117442'}),frozenset({'Product = P00001142'}),0.20828382278051263,0.09709726701748429,0.04124936343574945,0.1980440097799511,2.039645562261699,0.021025573479807633,1.1258756639934417
101,frozenset({'Product = P00001142'}),frozenset({'Product = P00117442'}),0.09709726701748429,0.20828382278051263,0.04124936343574945,0.42482517482517484,2.0396455622616996,0.021025573479807633,1.3764791895730906
102,frozenset({'Product = P00001142'}),frozenset({'Product = P00121642'}),0.09709726701748429,0.14276014259039213,0.030724834493294856,0.31643356643356646,2.216539999833698,0.01686321480874142,1.2540695612232626
103,frozenset({'Product = P00121642'}),frozenset({'Product = P00001142'}),0.14276014259039213,0.09709726701748429,0.030724834493294856,0.21521997621878713,2.2165399998336976,0.01686321480874142,1.1505169673307512
104,frozenset({'Product = P00001142'}),frozenset({'Product = P00129542'}),0.09709726701748429,0.12442709217450348,0.03344084196231539,0.3444055944055944,2.767930909472519,0.0213593113692385,1.335540542069824
105,frozenset({'Product = P00129542'}),frozenset({'Product = P00001142'}),0.12442709217450348,0.09709726701748429,0.03344084196231539,0.2687585266030013,2.767930909472519,0.0213593113692385,1.2347531777540743
106,frozenset({'Product = P00001142'}),frozenset({'Product = P00161942'}),0.09709726701748429,0.1344423697165167,0.03428959429638431,0.3531468531468531,2.6267526665253937,0.021235607625556346,1.338105309519331
107,frozenset({'Product = P00161942'}),frozenset({'Product = P00001142'}),0.1344423697165167,0.09709726701748429,0.03428959429638431,0.255050505050505,2.6267526665253937,0.021235607625556346,1.2120321432578853
108,frozenset({'Product = P00001742'}),frozenset({'Product = P00220442'}),0.0762179595993889,0.212697334917671,0.033271091495501615,0.4365256124721604,2.052332308917396,0.017059734615848875,1.3972288404030264
109,frozenset({'Product = P00220442'}),frozenset({'Product = P00001742'}),0.212697334917671,0.0762179595993889,0.033271091495501615,0.15642458100558662,2.052332308917396,0.017059734615848875,1.0950793723954264
110,frozenset({'Product = P00002142'}),frozenset({'Product = P00003942'}),0.12357833984043456,0.12391784077406214,0.03174333729417756,0.2568681318681319,2.0728906367605,0.01642977625470765,1.1789053824703932
111,frozenset({'Product = P00003942'}),frozenset({'Product = P00002142'}),0.12391784077406214,0.12357833984043456,0.03174333729417756,0.25616438356164384,2.0728906367604996,0.01642977625470765,1.1782464307854195
112,frozenset({'Product = P00002142'}),frozenset({'Product = P00034842'}),0.12357833984043456,0.1137328127652351,0.030555084026481074,0.24725274725274726,2.1739790060685587,0.016500171839570338,1.1773768472753812
113,frozenset({'Product = P00034842'}),frozenset({'Product = P00002142'}),0.1137328127652351,0.12357833984043456,0.030555084026481074,0.26865671641791045,2.173979006068558,0.016500171839570338,1.1983724740957324
114,frozenset({'Product = P00002142'}),frozenset({'Product = P00036842'}),0.12357833984043456,0.14683415379392292,0.04141911390256323,0.33516483516483514,2.282608143301785,0.023273592944835192,1.2832742480124464
115,frozenset({'Product = P00036842'}),frozenset({'Product = P00002142'}),0.14683415379392292,0.12357833984043456,0.04141911390256323,0.28208092485549136,2.282608143301785,0.023273592944835192,1.2207805733301518
116,frozenset({'Product = P00002142'}),frozenset({'Product = P00037142'}),0.12357833984043456,0.1262943473094551,0.038872856900356474,0.31456043956043955,2.4906929428098783,0.023265611128622757,1.2746647598371075
117,frozenset({'Product = P00037142'}),frozenset({'Product = P00002142'}),0.1262943473094551,0.12357833984043456,0.038872856900356474,0.3077956989247312,2.4906929428098783,0.023265611128622757,1.2661314857450812
118,frozenset({'Product = P00002142'}),frozenset({'Product = P00057542'}),0.12357833984043456,0.12154133423866915,0.03089458496010864,0.25,2.056913407821229,0.01587470865290254,1.1712782210151078
119,frozenset({'Product = P00057542'}),frozenset({'Product = P00002142'}),0.12154133423866915,0.12357833984043456,0.03089458496010864,0.25418994413407825,2.0569134078212294,0.01587470865290254,1.1751271698019643
120,frozenset({'Product = P00057942'}),frozenset({'Product = P00002142'}),0.13138686131386862,0.12357833984043456,0.0354778475640808,0.27002583979328165,2.1850579975579976,0.0192412773660675,1.2006201149796525
121,frozenset({'Product = P00002142'}),frozenset({'Product = P00057942'}),0.12357833984043456,0.13138686131386862,0.0354778475640808,0.28708791208791207,2.185057997557997,0.0192412773660675,1.2184014739181186
122,frozenset({'Product = P00002142'}),frozenset({'Product = P00062842'}),0.12357833984043456,0.14225089118995077,0.038024104566287555,0.30769230769230765,2.1630255186341105,0.02044497559221114,1.238970934947849
123,frozenset({'Product = P00062842'}),frozenset({'Product = P00002142'}),0.14225089118995077,0.12357833984043456,0.038024104566287555,0.26730310262529833,2.1630255186341105,0.02044497559221114,1.1961585524653353
124,frozenset({'Product = P00070042'}),frozenset({'Product = P00002142'}),0.12408759124087591,0.12357833984043456,0.03564759803089459,0.2872777017783858,2.324660633484163,0.020313059510548695,1.2296818302814634
125,frozenset({'Product = P00002142'}),frozenset({'Product = P00070042'}),0.12357833984043456,0.12408759124087591,0.03564759803089459,0.2884615384615385,2.324660633484163,0.020313059510548695,1.231012033931742
126,frozenset({'Product = P00100842'}),frozenset({'Product = P00002142'}),0.11967407910371754,0.12357833984043456,0.03361059242912918,0.2808510638297872,2.272656067336918,0.018821468411558923,1.2186928410502833
127,frozenset({'Product = P00002142'}),frozenset({'Product = P00100842'}),0.12357833984043456,0.11967407910371754,0.03361059242912918,0.27197802197802196,2.2726560673369183,0.018821468411558923,1.2092023970047048
128,frozenset({'Product = P00002142'}),frozenset({'Product = P00113142'}),0.12357833984043456,0.12680359870989646,0.03513834663045323,0.28434065934065933,2.2423705812260026,0.019468168416091558,1.2201285607278223
129,frozenset({'Product = P00113142'}),frozenset({'Product = P00002142'}),0.12680359870989646,0.12357833984043456,0.03513834663045323,0.2771084337349397,2.2423705812260026,0.019468168416091558,1.2123832965540653
130,frozenset({'Product = P00125942'}),frozenset({'Product = P00002142'}),0.12120183330504158,0.12357833984043456,0.030555084026481074,0.25210084033613445,2.0400083110167144,0.015577162681026945,1.1718446916740257
131,frozenset({'Product = P00002142'}),frozenset({'Product = P00125942'}),0.12357833984043456,0.12120183330504158,0.030555084026481074,0.24725274725274726,2.0400083110167144,0.015577162681026945,1.1674544988210398
132,frozenset({'Product = P00127242'}),frozenset({'Product = P00002142'}),0.1001527754201324,0.12357833984043456,0.03089458496010864,0.30847457627118646,2.4961864406779664,0.0185178712432768,1.2673744595444698
133,frozenset({'Product = P00002142'}),frozenset({'Product = P00127242'}),0.12357833984043456,0.1001527754201324,0.03089458496010864,0.25,2.4961864406779664,0.0185178712432768,1.1997962994398235
134,frozenset({'Product = P00002142'}),frozenset({'Product = P00129642'}),0.12357833984043456,0.129519606178917,0.03225258869461891,0.260989010989011,2.0150540809125346,0.016246770786241455,1.1778991202634728
135,frozenset({'Product = P00129642'}),frozenset({'Product = P00002142'}),0.129519606178917,0.12357833984043456,0.03225258869461891,0.24901703800786368,2.015054080912534,0.016246770786241455,1.1670326818529642
136,frozenset({'Product = P00002142'}),frozenset({'Product = P00139942'}),0.12357833984043456,0.11118655576302836,0.03089458496010864,0.25,2.248473282442748,0.017154334986337692,1.185084592315962
137,frozenset({'Product = P00139942'}),frozenset({'Product = P00002142'}),0.11118655576302836,0.12357833984043456,0.03089458496010864,0.2778625954198473,2.248473282442748,0.017154334986337692,1.213649444829842
138,frozenset({'Product = P00002142'}),frozenset({'Product = P00140742'}),0.12357833984043456,0.1325751145815651,0.03530809709726702,0.2857142857142857,2.155112493140662,0.018924684533121815,1.2143948395858088
139,frozenset({'Product = P00140742'}),frozenset({'Product = P00002142'}),0.1325751145815651,0.12357833984043456,0.03530809709726702,0.26632522407170295,2.155112493140662,0.018924684533121815,1.1945642523291808
140,frozenset({'Product = P00002142'}),frozenset({'Product = P00144642'}),0.12357833984043456,0.12425734170768969,0.03530809709726702,0.2857142857142857,2.299375487900078,0.019952581096045138,1.2260397216092345
141,frozenset({'Product = P00144642'}),frozenset({'Product = P00002142'}),0.12425734170768969,0.12357833984043456,0.03530809709726702,0.28415300546448086,2.299375487900078,0.019952581096045138,1.2243142275511487
142,frozenset({'Product = P00002142'}),frozenset({'Product = P00147942'}),0.12357833984043456,0.15175691733152266,0.039721609234425394,0.3214285714285714,2.118048897411313,0.02096774133129375,1.2500424376167034
143,frozenset({'Product = P00147942'}),frozenset({'Product = P00002142'}),0.15175691733152266,0.12357833984043456,0.039721609234425394,0.26174496644295303,2.1180488974113136,0.02096774133129375,1.1871529760343205
144,frozenset({'Product = P00150542'}),frozenset({'Product = P00002142'}),0.1074520454931251,0.12357833984043456,0.03174333729417756,0.2954186413902054,2.390537385205632,0.018464591899678313,1.2438899347107735
