,support,itemsets
75,0.19894754710575455,frozenset({'P00028842'})
76,0.06094041758614836,frozenset({'P00029242'})
77,0.03598709896452215,frozenset({'P00029542'})
78,0.031573586827363775,frozenset({'P00029842'})
79,0.09947377355287727,frozenset({'P00030842'})
80,0.060431166185707014,frozenset({'P00030942'})
81,0.1982685452384994,frozenset({'P00031042'})
82,0.03225258869461891,frozenset({'P00031842'})
83,0.09234425394669836,frozenset({'P00032042'})
84,0.038872856900356474,frozenset({'P00032442'})
85,0.06433542692242404,frozenset({'P00032842'})
86,0.06416567645561025,frozenset({'P00033042'})
87,0.045662875572907824,frozenset({'P00033342'})
88,0.06925819046002377,frozenset({'P00033542'})
89,0.04023086063486674,frozenset({'P00033642'})
90,0.03853335596672891,frozenset({'P00033942'})
91,0.09726701748429809,frozenset({'P00034042'})
92,0.04634187744016296,frozenset({'P00034142'})
93,0.06705143439144458,frozenset({'P00034442'})
94,0.20166355457477508,frozenset({'P00034742'})
95,0.1137328127652351,frozenset({'P00034842'})
96,0.10032252588694619,frozenset({'P00035542'})
97,0.10711254455949754,frozenset({'P00035842'})
98,0.07265319979629944,frozenset({'P00035942'})
99,0.03564759803089459,frozenset({'P00036142'})
100,0.037514853165846206,frozenset({'P00036342'})
101,0.03089458496010864,frozenset({'P00036742'})
102,0.14683415379392292,frozenset({'P00036842'})
103,0.0364963503649635,frozenset({'P00037042'})
104,0.1262943473094551,frozenset({'P00037142'})
105,0.04192836530300458,frozenset({'P00039742'})
106,0.03140383636054999,frozenset({'P00041842'})
107,0.03700560176540486,frozenset({'P00041942'})
108,0.06518417925649296,frozenset({'P00042142'})
109,0.046851128840604314,frozenset({'P00042242'})
110,0.08436598200645051,frozenset({'P00042742'})
111,0.06094041758614836,frozenset({'P00042842'})
112,0.058394160583941604,frozenset({'P00042942'})
113,0.07519945679850619,frozenset({'P00044142'})
114,0.18655576302834834,frozenset({'P00044442'})
115,0.05092514004413512,frozenset({'P00045342'})
116,0.03395009336275675,frozenset({'P00045542'})
117,0.05415039891359701,frozenset({'P00045842'})
118,0.08708198947547106,frozenset({'P00046142'})
119,0.24053641147513155,frozenset({'P00046742'})
120,0.04583262603972161,frozenset({'P00047242'})
121,0.033271091495501615,frozenset({'P00047942'})
122,0.03462909523001188,frozenset({'P00048142'})
123,0.05805465965031404,frozenset({'P00048442'})
124,0.07485995586487863,frozenset({'P00048742'})
125,0.05211339331183161,frozenset({'P00049542'})
126,0.055338652181293496,frozenset({'P00049642'})
127,0.031064335426922423,frozenset({'P00050142'})
128,0.039721609234425394,frozenset({'P00050242'})
129,0.0354778475640808,frozenset({'P00050442'})
130,0.03462909523001188,frozenset({'P00050742'})
131,0.04362586997114242,frozenset({'P00051142'})
132,0.20930232558139536,frozenset({'P00051442'})
133,0.06942794092683754,frozenset({'P00051642'})
134,0.03140383636054999,frozenset({'P00051842'})
135,0.03632659989814972,frozenset({'P00051942'})
136,0.09064674927856052,frozenset({'P00052642'})
137,0.16431845187574265,frozenset({'P00052842'})
138,0.06009166525207944,frozenset({'P00053042'})
139,0.03344084196231539,frozenset({'P00053342'})
140,0.0948905109489051,frozenset({'P00053842'})
141,0.04922763537599728,frozenset({'P00053942'})
142,0.049397385842811066,frozenset({'P00054042'})
143,0.058733661517569175,frozenset({'P00054242'})
144,0.04413512137158377,frozenset({'P00054942'})
145,0.03768460363265999,frozenset({'P00057242'})
146,0.060431166185707014,frozenset({'P00057342'})
147,0.10490578849091835,frozenset({'P00057442'})
148,0.12154133423866915,frozenset({'P00057542'})
149,0.24274316754371075,frozenset({'P00057642'})
150,0.13647937531828214,frozenset({'P00057742'})
151,0.13138686131386862,frozenset({'P00057942'})
152,0.2369716516720421,frozenset({'P00058042'})
153,0.06722118485825836,frozenset({'P00058142'})
154,0.098115769818367,frozenset({'P00058242'})
155,0.046851128840604314,frozenset({'P00058342'})
156,0.09268375488032592,frozenset({'P00058442'})
157,0.2349346460702767,frozenset({'P00059442'})
158,0.05890341198438296,frozenset({'P00059642'})
159,0.04328636903751485,frozenset({'P00061142'})
160,0.04328636903751485,frozenset({'P00062742'})
161,0.14225089118995077,frozenset({'P00062842'})
162,0.05398064844678323,frozenset({'P00063342'})
163,0.04753013070785945,frozenset({'P00064042'})
164,0.045662875572907824,frozenset({'P00065042'})
165,0.052452894245459174,frozenset({'P00065242'})
166,0.035817348497708366,frozenset({'P00065342'})
167,0.062128670853844846,frozenset({'P00067942'})
168,0.037514853165846206,frozenset({'P00069042'})
169,0.03819385503310134,frozenset({'P00069242'})
170,0.12408759124087591,frozenset({'P00070042'})
171,0.1001527754201324,frozenset({'P00070342'})
172,0.06297742318791377,frozenset({'P00070942'})
173,0.03819385503310134,frozenset({'P00071242'})
174,0.12306908843999322,frozenset({'P00071442'})
175,0.0699371923272789,frozenset({'P00073642'})
176,0.15634017993549482,frozenset({'P00073842'})
177,0.03310134102868783,frozenset({'P00074142'})
178,0.03564759803089459,frozenset({'P00074242'})
179,0.06959769139365134,frozenset({'P00074342'})
180,0.0417586148361908,frozenset({'P00074442'})
181,0.08589373620777457,frozenset({'P00074642'})
182,0.030555084026481074,frozenset({'P00075442'})
183,0.05805465965031404,frozenset({'P00075542'})
184,0.03938210830079783,frozenset({'P00075742'})
185,0.03479884569682567,frozenset({'P00076042'})
186,0.05211339331183161,frozenset({'P00078142'})
187,0.047699881174673234,frozenset({'P00078742'})
188,0.044644372772025126,frozenset({'P00079742'})
189,0.05669665591580377,frozenset({'P00080042'})
190,0.20132405364114753,frozenset({'P00080342'})
191,0.05669665591580377,frozenset({'P00081142'})
192,0.05092514004413512,frozenset({'P00083842'})
193,0.06959769139365134,frozenset({'P00083942'})
194,0.03276184009506026,frozenset({'P00084042'})
195,0.06314717365472755,frozenset({'P00084242'})
196,0.08164997453742998,frozenset({'P00084342'})
197,0.0938720081480224,frozenset({'P00084442'})
198,0.03361059242912918,frozenset({'P00084542'})
199,0.12374809030724834,frozenset({'P00084842'})
200,0.03819385503310134,frozenset({'P00084942'})
201,0.07180444746223053,frozenset({'P00085042'})
202,0.15158716686470888,frozenset({'P00085242'})
203,0.09200475301307079,frozenset({'P00085342'})
204,0.05669665591580377,frozenset({'P00085442'})
205,0.033271091495501615,frozenset({'P00085542'})
206,0.03938210830079783,frozenset({'P00085642'})
207,0.16041419113902564,frozenset({'P00085942'})
208,0.10422678662366322,frozenset({'P00086042'})
209,0.04549312510609404,frozenset({'P00086242'})
210,0.10405703615684943,frozenset({'P00086342'})
211,0.16228144627397725,frozenset({'P00086442'})
212,0.03598709896452215,frozenset({'P00086642'})
213,0.03819385503310134,frozenset({'P00086842'})
214,0.03989135970123918,frozenset({'P00087042'})
215,0.03632659989814972,frozenset({'P00087342'})
216,0.034119843829570534,frozenset({'P00088042'})
217,0.0344593447631981,frozenset({'P00089142'})
218,0.06671193345781701,frozenset({'P00089342'})
219,0.03395009336275675,frozenset({'P00089442'})
220,0.03513834663045323,frozenset({'P00089542'})
221,0.06552368019012052,frozenset({'P00090842'})
222,0.09658801561704294,frozenset({'P00090942'})
223,0.042607367170259716,frozenset({'P00093242'})
224,0.12052283143778646,frozenset({'P00100442'})
225,0.07180444746223053,frozenset({'P00100642'})
226,0.03428959429638431,frozenset({'P00100742'})
227,0.11967407910371754,frozenset({'P00100842'})
228,0.08521473434051943,frozenset({'P00100942'})
229,0.03853335596672891,frozenset({'P00101042'})
230,0.06094041758614836,frozenset({'P00101342'})
231,0.03462909523001188,frozenset({'P00101542'})
232,0.06518417925649296,frozenset({'P00101742'})
233,0.1074520454931251,frozenset({'P00101842'})
234,0.10354778475640808,frozenset({'P00101942'})
235,0.031913087760991346,frozenset({'P00102042'})
236,0.06857918859276863,frozenset({'P00102142'})
237,0.06382617552198269,frozenset({'P00102242'})
238,0.11339331183160754,frozenset({'P00102342'})
239,0.051094890510948905,frozenset({'P00102442'})
240,0.20845357324732644,frozenset({'P00102642'})
241,0.039212357833984045,frozenset({'P00102942'})
242,0.0948905109489051,frozenset({'P00103042'})
243,0.037854354099473776,frozenset({'P00103242'})
244,0.04736038024104566,frozenset({'P00103342'})
245,0.03955185876761161,frozenset({'P00104542'})
246,0.03734510269903242,frozenset({'P00104842'})
247,0.03513834663045323,frozenset({'P00104942'})
248,0.15362417246647428,frozenset({'P00105142'})
249,0.08063147173654728,frozenset({'P00105342'})
250,0.03683585129859107,frozenset({'P00105942'})
251,0.1514174163978951,frozenset({'P00106042'})
252,0.08114072313698863,frozenset({'P00106742'})
253,0.03955185876761161,frozenset({'P00108442'})
254,0.058394160583941604,frozenset({'P00108542'})
255,0.033271091495501615,frozenset({'P00108842'})
256,0.07740621286708538,frozenset({'P00109242'})
257,0.0938720081480224,frozenset({'P00109542'})
258,0.04124936343574945,frozenset({'P00109742'})
259,0.05347139704634188,frozenset({'P00109842'})
260,0.05907316245119674,frozenset({'P00110042'})
261,0.16024444067221186,frozenset({'P00110542'})
262,0.27007299270072993,frozenset({'P00110742'})
263,0.21388558818536751,frozenset({'P00110842'})
264,0.2267866236632151,frozenset({'P00110942'})
265,0.08368698013919539,frozenset({'P00111042'})
266,0.17042946868103886,frozenset({'P00111142'})
267,0.07248344932948565,frozenset({'P00111242'})
268,0.053641147513155664,frozenset({'P00111442'})
269,0.07418095399762349,frozenset({'P00111542'})
270,0.11526056696655916,frozenset({'P00111742'})
271,0.0865727380750297,frozenset({'P00111842'})
272,0.10813104736038025,frozenset({'P00111942'})
273,0.2612459684264132,frozenset({'P00112142'})
274,0.048548633508742146,frozenset({'P00112342'})
275,0.15379392293328806,frozenset({'P00112442'})
276,0.1889322695637413,frozenset({'P00112542'})
277,0.08487523340689188,frozenset({'P00112642'})
278,0.030555084026481074,frozenset({'P00112842'})
279,0.11152605669665591,frozenset({'P00113042'})
280,0.12680359870989646,frozenset({'P00113142'})
281,0.15634017993549482,frozenset({'P00113242'})
282,0.11339331183160754,frozenset({'P00113342'})
283,0.04243761670344594,frozenset({'P00113442'})
284,0.0354778475640808,frozenset({'P00113542'})
285,0.12374809030724834,frozenset({'P00113642'})
286,0.06195892038703107,frozenset({'P00113942'})
287,0.11746732303513835,frozenset({'P00114042'})
288,0.06705143439144458,frozenset({'P00114142'})
289,0.09098625021218808,frozenset({'P00114342'})
290,0.091835002546257,frozenset({'P00114442'})
291,0.0626379222542862,frozenset({'P00114542'})
292,0.030555084026481074,frozenset({'P00114742'})
293,0.033271091495501615,frozenset({'P00114842'})
294,0.1972500424376167,frozenset({'P00114942'})
295,0.098115769818367,frozenset({'P00115142'})
296,0.03004583262603972,frozenset({'P00115242'})
297,0.062128670853844846,frozenset({'P00115342'})
298,0.03344084196231539,frozenset({'P00115442'})
299,0.07995246986929214,frozenset({'P00115542'})
300,0.11984382957053132,frozenset({'P00115642'})
301,0.04837888304192837,frozenset({'P00115742'})
302,0.06756068579188593,frozenset({'P00115842'})
303,0.08911899507723646,frozenset({'P00115942'})
304,0.10643354269224241,frozenset({'P00116142'})
305,0.04786963164148701,frozenset({'P00116242'})
306,0.04311661857070107,frozenset({'P00116342'})
307,0.05330164657952809,frozenset({'P00116542'})
308,0.04362586997114242,frozenset({'P00116642'})
309,0.10168052962145646,frozenset({'P00116742'})
310,0.1639789509421151,frozenset({'P00116842'})
311,0.050246138176879986,frozenset({'P00117042'})
312,0.06314717365472755,frozenset({'P00117142'})
313,0.0636564250551689,frozenset({'P00117242'})
314,0.20828382278051263,frozenset({'P00117442'})
315,0.09217450347988457,frozenset({'P00117542'})
316,0.06586318112374809,frozenset({'P00117642'})
317,0.06331692412154133,frozenset({'P00117842'})
318,0.2284841283313529,frozenset({'P00117942'})
319,0.05669665591580377,frozenset({'P00118042'})
320,0.057884909183500255,frozenset({'P00118142'})
321,0.04158886436937702,frozenset({'P00118342'})
322,0.06722118485825836,frozenset({'P00118442'})
323,0.08266847733831267,frozenset({'P00118542'})
324,0.03089458496010864,frozenset({'P00118642'})
325,0.10796129689356646,frozenset({'P00118742'})
326,0.0867424885418435,frozenset({'P00119142'})
327,0.04023086063486674,frozenset({'P00119242'})
328,0.051604141911390254,frozenset({'P00119342'})
329,0.07333220166355457,frozenset({'P00119442'})
330,0.06569343065693431,frozenset({'P00119642'})
331,0.10320828382278051,frozenset({'P00119742'})
332,0.1514174163978951,frozenset({'P00120042'})
333,0.0543201493804108,frozenset({'P00120142'})
334,0.058224410117127826,frozenset({'P00120242'})
335,0.10558479035817349,frozenset({'P00120342'})
336,0.0500763877100662,frozenset({'P00120542'})
337,0.040909862502121884,frozenset({'P00120642'})
338,0.03853335596672891,frozenset({'P00120742'})
339,0.06637243252418944,frozenset({'P00120842'})
340,0.032931590561874044,frozenset({'P00121042'})
341,0.07418095399762349,frozenset({'P00121142'})
342,0.12714309964352402,frozenset({'P00121342'})
343,0.14276014259039213,frozenset({'P00121642'})
344,0.0865727380750297,frozenset({'P00122442'})
345,0.04820913257511458,frozenset({'P00122542'})
346,0.034119843829570534,frozenset({'P00123142'})
347,0.06739093532507215,frozenset({'P00123742'})
348,0.0344593447631981,frozenset({'P00123842'})
349,0.05805465965031404,frozenset({'P00124242'})
350,0.06586318112374809,frozenset({'P00124642'})
351,0.03361059242912918,frozenset({'P00124742'})
352,0.052792395179086744,frozenset({'P00124842'})
353,0.04226786623663215,frozenset({'P00125042'})
354,0.03870310643354269,frozenset({'P00125342'})
355,0.12120183330504158,frozenset({'P00125942'})
356,0.051943642845017825,frozenset({'P00126042'})
357,0.10779154642675268,frozenset({'P00126142'})
358,0.03310134102868783,frozenset({'P00127042'})
359,0.1001527754201324,frozenset({'P00127242'})
360,0.0731624511967408,frozenset({'P00127342'})
361,0.0897979969444916,frozenset({'P00127442'})
362,0.05771515871668647,frozenset({'P00127542'})
363,0.12680359870989646,frozenset({'P00127642'})
364,0.08317772873875404,frozenset({'P00127742'})
365,0.10117127822101511,frozenset({'P00127842'})
366,0.08860974367679511,frozenset({'P00127942'})
367,0.051943642845017825,frozenset({'P00128042'})
368,0.03462909523001188,frozenset({'P00128142'})
369,0.07774571380071295,frozenset({'P00128242'})
370,0.04107961296893566,frozenset({'P00128742'})
371,0.15718893226956374,frozenset({'P00128942'})
372,0.03276184009506026,frozenset({'P00129042'})
373,0.09455101001527755,frozenset({'P00129342'})
374,0.12442709217450348,frozenset({'P00129542'})
375,0.129519606178917,frozenset({'P00129642'})
376,0.09964352401969105,frozenset({'P00129842'})
377,0.04209811576981837,frozenset({'P00130442'})
378,0.0814802240706162,frozenset({'P00130642'})
379,0.09166525207944322,frozenset({'P00130742'})
380,0.033780342895942964,frozenset({'P00130842'})
381,0.03513834663045323,frozenset({'P00131042'})
382,0.04243761670344594,frozenset({'P00133742'})
383,0.04107961296893566,frozenset({'P00134342'})
384,0.03598709896452215,frozenset({'P00135142'})
385,0.06874893905958242,frozenset({'P00135742'})
386,0.048548633508742146,frozenset({'P00136542'})
387,0.05092514004413512,frozenset({'P00136742'})
388,0.06077066711933458,frozenset({'P00137242'})
389,0.03632659989814972,frozenset({'P00138442'})
390,0.09981327448650484,frozenset({'P00138542'})
391,0.07044644372772026,frozenset({'P00139542'})
392,0.11118655576302836,frozenset({'P00139942'})
393,0.03225258869461891,frozenset({'P00140042'})
394,0.1325751145815651,frozenset({'P00140742'})
395,0.03598709896452215,frozenset({'P00141542'})
396,0.11916482770327619,frozenset({'P00142142'})
397,0.08487523340689188,frozenset({'P00142942'})
398,0.034119843829570534,frozenset({'P00143342'})
399,0.05584790358173485,frozenset({'P00143642'})
400,0.04311661857070107,frozenset({'P00144042'})
401,0.07876421660159566,frozenset({'P00144242'})
402,0.12425734170768969,frozenset({'P00144642'})
403,0.2349346460702767,frozenset({'P00145042'})
404,0.12510609404175863,frozenset({'P00145442'})
405,0.051434391444576476,frozenset({'P00145642'})
406,0.05092514004413512,frozenset({'P00145742'})
407,0.047699881174673234,frozenset({'P00145942'})
408,0.04702087930741809,frozenset({'P00146042'})
409,0.04057036156849431,frozenset({'P00146142'})
410,0.07502970633169241,frozenset({'P00146742'})
411,0.032422339161432695,frozenset({'P00147342'})
412,0.09675776608385674,frozenset({'P00147742'})
413,0.15175691733152266,frozenset({'P00147942'})
414,0.04141911390256323,frozenset({'P00148342'})
415,0.032422339161432695,frozenset({'P00148542'})
416,0.20013580037345102,frozenset({'P00148642'})
417,0.03428959429638431,frozenset({'P00148742'})
418,0.0364963503649635,frozenset({'P00148842'})
419,0.08012222033610593,frozenset({'P00149342'})
420,0.044304871838397555,frozenset({'P00150142'})
421,0.09234425394669836,frozenset({'P00150342'})
422,0.1074520454931251,frozenset({'P00150542'})
423,0.04294686810388729,frozenset({'P00150842'})
424,0.0731624511967408,frozenset({'P00150942'})
425,0.09896452215243592,frozenset({'P00151742'})
426,0.06484467832286539,frozenset({'P00152742'})
427,0.03038533355966729,frozenset({'P00153642'})
428,0.10286878288915295,frozenset({'P00153742'})
429,0.0950602614157189,frozenset({'P00153842'})
430,0.104396537090477,frozenset({'P00154042'})
431,0.04107961296893566,frozenset({'P00154242'})
432,0.03989135970123918,frozenset({'P00154442'})
433,0.09539976234934647,frozenset({'P00154642'})
434,0.0709556951281616,frozenset({'P00155442'})
435,0.033780342895942964,frozenset({'P00155642'})
436,0.0427771176370735,frozenset({'P00155742'})
437,0.13919538278730267,frozenset({'P00156442'})
438,0.057545408249872684,frozenset({'P00156742'})
439,0.044304871838397555,frozenset({'P00157142'})
440,0.03530809709726702,frozenset({'P00157342'})
441,0.139704634187744,frozenset({'P00157542'})
442,0.08063147173654728,frozenset({'P00157642'})
443,0.06586318112374809,frozenset({'P00158242'})
444,0.10049227635375997,frozenset({'P00158542'})
445,0.08538448480733322,frozenset({'P00159442'})
446,0.08266847733831267,frozenset({'P00159542'})
447,0.033780342895942964,frozenset({'P00160042'})
448,0.08402648107282296,frozenset({'P00161442'})
449,0.04922763537599728,frozenset({'P00161542'})
450,0.1344423697165167,frozenset({'P00161942'})
451,0.044644372772025126,frozenset({'P00162442'})
452,0.03344084196231539,frozenset({'P00163242'})
453,0.057036156849431335,frozenset({'P00163442'})
454,0.03089458496010864,frozenset({'P00163842'})
455,0.06026141571889323,frozenset({'P00165442'})
456,0.04413512137158377,frozenset({'P00165742'})
457,0.03462909523001188,frozenset({'P00165842'})
458,0.08368698013919539,frozenset({'P00169742'})
459,0.04294686810388729,frozenset({'P00170342'})
460,0.05975216431845187,frozenset({'P00170442'})
461,0.05550840264810728,frozenset({'P00170642'})
462,0.03462909523001188,frozenset({'P00170942'})
463,0.03462909523001188,frozenset({'P00171342'})
464,0.04617212697334918,frozenset({'P00171542'})
465,0.04532337463928026,frozenset({'P00172842'})
466,0.08962824647767781,frozenset({'P00173042'})
467,0.04922763537599728,frozenset({'P00173242'})
468,0.07791546426752674,frozenset({'P00173342'})
469,0.0344593447631981,frozenset({'P00173542'})
470,0.03225258869461891,frozenset({'P00173742'})
471,0.10371753522322186,frozenset({'P00173842'})
472,0.06569343065693431,frozenset({'P00173942'})
473,0.03462909523001188,frozenset({'P00174142'})
474,0.05465965031403836,frozenset({'P00174242'})
475,0.12120183330504158,frozenset({'P00174442'})
476,0.03479884569682567,frozenset({'P00176542'})
477,0.045662875572907824,frozenset({'P00176642'})
478,0.0699371923272789,frozenset({'P00176842'})
479,0.031573586827363775,frozenset({'P00177142'})
480,0.0616194194534035,frozenset({'P00177342'})
481,0.07910371753522322,frozenset({'P00177442'})
482,0.09896452215243592,frozenset({'P00177542'})
483,0.04209811576981837,frozenset({'P00177642'})
484,0.04583262603972161,frozenset({'P00177742'})
485,0.06077066711933458,frozenset({'P00177842'})
486,0.050246138176879986,frozenset({'P00177942'})
487,0.052792395179086744,frozenset({'P00178042'})
488,0.05856391105075539,frozenset({'P00178142'})
489,0.11933457817008997,frozenset({'P00178242'})
490,0.06195892038703107,frozenset({'P00178342'})
491,0.06399592598879647,frozenset({'P00178642'})
492,0.051094890510948905,frozenset({'P00178842'})
493,0.1398743846545578,frozenset({'P00178942'})
494,0.047699881174673234,frozenset({'P00180342'})
495,0.07435070446443728,frozenset({'P00181542'})
496,0.07604820913257511,frozenset({'P00181842'})
497,0.1512476659310813,frozenset({'P00182142'})
498,0.09641826515022917,frozenset({'P00182242'})
499,0.07655746053301647,frozenset({'P00182342'})
500,0.0677304362586997,frozenset({'P00182442'})
501,0.03344084196231539,frozenset({'P00182542'})
502,0.06688168392463079,frozenset({'P00182642'})
503,0.0897979969444916,frozenset({'P00182742'})
504,0.04311661857070107,frozenset({'P00183042'})
505,0.035817348497708366,frozenset({'P00183142'})
506,0.10897979969444915,frozenset({'P00183242'})
507,0.10524528942454592,frozenset({'P00183342'})
508,0.05907316245119674,frozenset({'P00183442'})
509,0.03344084196231539,frozenset({'P00183642'})
510,0.05092514004413512,frozenset({'P00183942'})
511,0.05669665591580377,frozenset({'P00184042'})
512,0.06806993719232728,frozenset({'P00184142'})
513,0.06840943812595485,frozenset({'P00184242'})
514,0.07248344932948565,frozenset({'P00184442'})
515,0.24172466474282805,frozenset({'P00184942'})
516,0.05041588864369377,frozenset({'P00186642'})
517,0.033271091495501615,frozenset({'P00187342'})
518,0.08860974367679511,frozenset({'P00187442'})
519,0.07435070446443728,frozenset({'P00187842'})
520,0.07689696146664403,frozenset({'P00188442'})
521,0.04617212697334918,frozenset({'P00188542'})
522,0.05262264471227296,frozenset({'P00188742'})
523,0.057884909183500255,frozenset({'P00189642'})
524,0.059582413851638094,frozenset({'P00189842'})
525,0.07808521473434052,frozenset({'P00190042'})
526,0.09573926328297402,frozenset({'P00190142'})
527,0.03174333729417756,frozenset({'P00190242'})
528,0.051943642845017825,frozenset({'P00190542'})
529,0.05347139704634188,frozenset({'P00190742'})
530,0.044304871838397555,frozenset({'P00190842'})
531,0.06925819046002377,frozenset({'P00191442'})
532,0.04362586997114242,frozenset({'P00191642'})
533,0.10609404175861484,frozenset({'P00192042'})
534,0.08843999320998133,frozenset({'P00192542'})
535,0.07774571380071295,frozenset({'P00192842'})
536,0.05330164657952809,frozenset({'P00192942'})
537,0.03395009336275675,frozenset({'P00193042'})
538,0.030555084026481074,frozenset({'P00193142'})
539,0.03428959429638431,frozenset({'P00193242'})
540,0.10286878288915295,frozenset({'P00193542'})
541,0.040909862502121884,frozenset({'P00193642'})
542,0.03259208962824648,frozenset({'P00193842'})
543,0.06586318112374809,frozenset({'P00194442'})
544,0.039721609234425394,frozenset({'P00194542'})
545,0.045153624172466475,frozenset({'P00194642'})
546,0.051943642845017825,frozenset({'P00195342'})
547,0.04634187744016296,frozenset({'P00195442'})
548,0.04447462230521134,frozenset({'P00195742'})
549,0.032422339161432695,frozenset({'P00195942'})
550,0.05941266338482431,frozenset({'P00196042'})
551,0.0364963503649635,frozenset({'P00196142'})
552,0.03140383636054999,frozenset({'P00196342'})
553,0.06535392972330674,frozenset({'P00196442'})
554,0.06144966898658971,frozenset({'P00196542'})
555,0.03310134102868783,frozenset({'P00196642'})
556,0.062128670853844846,frozenset({'P00197042'})
557,0.06603293159056188,frozenset({'P00198042'})
558,0.0679001867255135,frozenset({'P00198142'})
559,0.072992700729927,frozenset({'P00198742'})
560,0.13223561364793754,frozenset({'P00199442'})
561,0.044304871838397555,frozenset({'P00200642'})
562,0.06976744186046512,frozenset({'P00201342'})
563,0.09862502121880835,frozenset({'P00201442'})
564,0.030555084026481074,frozenset({'P00204242'})
565,0.07231369886267187,frozenset({'P00205442'})
566,0.04871838397555593,frozenset({'P00205642'})
567,0.03310134102868783,frozenset({'P00205842'})
568,0.08300797827194024,frozenset({'P00205942'})
569,0.04158886436937702,frozenset({'P00206442'})
570,0.09132575114581565,frozenset({'P00207942'})
571,0.06009166525207944,frozenset({'P00208342'})
572,0.07401120353080971,frozenset({'P00208742'})
573,0.06450517738923782,frozenset({'P00209742'})
574,0.0908164997453743,frozenset({'P00209842'})
575,0.1315566117806824,frozenset({'P00210042'})
576,0.05669665591580377,frozenset({'P00210342'})
577,0.030555084026481074,frozenset({'P00210642'})
578,0.05601765404854863,frozenset({'P00210942'})
579,0.03225258869461891,frozenset({'P00211042'})
580,0.10218978102189781,frozenset({'P00211142'})
581,0.038024104566287555,frozenset({'P00212042'})
582,0.044304871838397555,frozenset({'P00212242'})
