User_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1000026,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0
1000027,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0
1000028,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1
1000029,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
1000030,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
1000031,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1
1000032,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0
1000033,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
1000034,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0
1000035,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1
1000036,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1
1000037,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0
1000039,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0
1000041,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1000042,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0
1000043,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1000044,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0
1000045,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0
1000046,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1000047,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1000048,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
1000049,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0
1000050,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
1000051,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0
1000052,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1000053,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1
1000054,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1000055,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1000056,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1000057,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0
1000058,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0
1000059,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
1000060,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0
1000061,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1000062,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1000063,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0
1000064,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1000065,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0
1000066,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1000067,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1000068,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0
1000069,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1000070,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0
1000071,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1000072,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1000073,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0
1000074,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0
1000075,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1000076,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
1000077,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1000078,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
1000079,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0
1000080,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1000081,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1
1000082,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0
1000083,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0
1000084,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
1000085,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1000086,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0
1000087,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1000088,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0
1000089,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1000090,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0
1000091,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1000092,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0
1000093,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1000094,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1000095,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0
1000096,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1
1000097,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1
1000098,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1000099,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0
1000100,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1000101,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1000102,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1
1000103,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1000104,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1000105,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1000106,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0
1000107,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1
1000108,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1000109,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0
1000110,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1000111,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0
1000112,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1000113,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0
1000114,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1000116,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0
1000117,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0
1000118,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0
1000119,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1000120,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0
1000121,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1000122,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1000123,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1
1000124,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1000125,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
1000126,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
1000127,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0
1000128,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1000129,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
1000130,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
1000131,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1
1000132,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1000133,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0
1000134,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1000135,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0
1000136,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
1000137,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0
1000138,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1000139,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0
1000140,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0
1000141,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
1000142,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1000143,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1000144,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1000145,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0
1000146,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1
1000147,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0
1000148,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1000149,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
1000150,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0
1000151,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0
1000152,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1000153,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0
1000154,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
1000155,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1000156,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0
1000157,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0
1000158,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
1000159,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1000160,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
1000161,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1
1000162,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0
1000163,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1
1000164,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1000165,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1
1000166,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
1000167,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1000168,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1000169,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
1000170,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1
1000171,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1000172,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0
1000173,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
1000174,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1000175,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0
1000176,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1000177,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0
1000178,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1
1000179,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0
1000180,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
1000181,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
1000182,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0
1000183,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0
1000184,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
1000185,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1000186,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0
1000187,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0
1000188,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0
1000189,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1000190,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0
1000191,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1000192,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1
1000193,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
1000194,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1000195,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
1000196,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0
1000197,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1000198,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0
1000199,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0
1000200,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1000201,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
1000202,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0
1000203,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1000204,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1
1000205,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1
1000206,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1000207,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
1000208,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0
1000209,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1000210,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000211,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0
1000212,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0
1000213,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1000214,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
1000215,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
1000216,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
1000217,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0
1000218,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0
1000219,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
1000220,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0
1000221,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0
1000222,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1
1000223,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1
1000225,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1
1000226,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1000227,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
1000228,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0
1000229,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0
1000230,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0
1000231,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0
1000232,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0
1000233,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1000234,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0
1000235,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
1000236,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
1000237,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1
1000238,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1000239,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1000240,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0
1000241,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0
1000242,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0
1000243,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1000244,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0
1000245,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1
1000246,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1000247,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1000248,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
1000249,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
1000250,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
1000251,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
1000252,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1000253,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0
1000254,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1000255,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1
1000256,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1000257,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0
1000258,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0
1000259,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1
1000260,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1000261,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1
1000262,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0
1000263,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1000264,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1
1000265,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
1000266,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0
1000267,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0
1000268,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1000269,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1000270,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0
1000271,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0
1000272,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1
1000273,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1
1000274,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0
1000275,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0
1000276,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
1000277,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
1000278,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1000279,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1000280,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1000281,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0
1000282,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0
1000283,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1000284,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1
1000285,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0
1000286,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
1000287,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0
1000289,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0
1000290,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1000291,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
1000292,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
1000293,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0
1000294,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1000295,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0
1000296,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0
1000297,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
1000298,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1000299,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1
1000300,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1
1000301,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0
1000302,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1
1000303,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1000304,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1000305,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0
1000306,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1
1000307,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0
1000308,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
1000309,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1
1000310,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0
1000311,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1000312,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1000313,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0
1000314,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
1000315,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1000316,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0
1000317,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1000318,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1000319,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
1000320,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1000321,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0
1000322,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1000323,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0
1000324,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0
1000325,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1000326,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
1000327,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0
1000328,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1000329,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0
1000330,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1
1000331,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1
1000332,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1000333,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0
1000334,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1000335,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1000336,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0
1000337,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0
1000338,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1
1000339,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1000340,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0
1000341,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1000342,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1
1000343,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1000344,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0
1000345,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1000346,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0
1000347,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0
1000348,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
1000349,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1
1000350,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0
1000351,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
1000352,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
